Level	Rule Name	Subject	Property	Value
WARN	missing_definition	VO:0002181	IAO:0000115	
WARN	missing_definition	VO:0002182	IAO:0000115	
WARN	missing_definition	VO:0002183	IAO:0000115	
WARN	missing_definition	VO:0002184	IAO:0000115	
WARN	missing_definition	VO:0002185	IAO:0000115	
WARN	missing_definition	VO:0002186	IAO:0000115	
WARN	missing_definition	VO:0002193	IAO:0000115	
WARN	missing_definition	VO:0002195	IAO:0000115	
WARN	missing_definition	VO:0002196	IAO:0000115	
WARN	missing_definition	VO:0002197	IAO:0000115	
WARN	missing_definition	VO:0002198	IAO:0000115	
WARN	missing_definition	VO:0002199	IAO:0000115	
WARN	missing_definition	VO:0002200	IAO:0000115	
WARN	missing_definition	VO:0002201	IAO:0000115	
WARN	missing_definition	VO:0002202	IAO:0000115	
WARN	missing_definition	VO:0002203	IAO:0000115	
WARN	missing_definition	VO:0002204	IAO:0000115	
WARN	missing_definition	VO:0002205	IAO:0000115	
WARN	missing_definition	VO:0002206	IAO:0000115	
WARN	missing_definition	VO:0002207	IAO:0000115	
WARN	missing_definition	VO:0002208	IAO:0000115	
WARN	missing_definition	VO:0002209	IAO:0000115	
WARN	missing_definition	VO:0002210	IAO:0000115	
WARN	missing_definition	VO:0002211	IAO:0000115	
WARN	missing_definition	VO:0002212	IAO:0000115	
WARN	missing_definition	VO:0002213	IAO:0000115	
WARN	missing_definition	VO:0002214	IAO:0000115	
WARN	missing_definition	VO:0002215	IAO:0000115	
WARN	missing_definition	VO:0002216	IAO:0000115	
WARN	missing_definition	VO:0002217	IAO:0000115	
WARN	missing_definition	VO:0002218	IAO:0000115	
WARN	missing_definition	VO:0002219	IAO:0000115	
WARN	missing_definition	VO:0002220	IAO:0000115	
WARN	missing_definition	VO:0002221	IAO:0000115	
WARN	missing_definition	VO:0002222	IAO:0000115	
WARN	missing_definition	VO:0002223	IAO:0000115	
WARN	missing_definition	VO:0002224	IAO:0000115	
WARN	missing_definition	VO:0002225	IAO:0000115	
WARN	missing_definition	VO:0002226	IAO:0000115	
WARN	missing_definition	VO:0002227	IAO:0000115	
WARN	missing_definition	VO:0002228	IAO:0000115	
WARN	missing_definition	VO:0002229	IAO:0000115	
WARN	missing_definition	VO:0002230	IAO:0000115	
WARN	missing_definition	VO:0002231	IAO:0000115	
WARN	missing_definition	VO:0002232	IAO:0000115	
WARN	missing_definition	VO:0002233	IAO:0000115	
WARN	missing_definition	VO:0002234	IAO:0000115	
WARN	missing_definition	VO:0002235	IAO:0000115	
WARN	missing_definition	VO:0002236	IAO:0000115	
WARN	missing_definition	VO:0002237	IAO:0000115	
WARN	missing_definition	VO:0002238	IAO:0000115	
WARN	missing_definition	VO:0002239	IAO:0000115	
WARN	missing_definition	VO:0002240	IAO:0000115	
WARN	missing_definition	VO:0002241	IAO:0000115	
WARN	missing_definition	VO:0002242	IAO:0000115	
WARN	missing_definition	VO:0002243	IAO:0000115	
WARN	missing_definition	VO:0002244	IAO:0000115	
WARN	missing_definition	VO:0002245	IAO:0000115	
WARN	missing_definition	VO:0002246	IAO:0000115	
WARN	missing_definition	VO:0002247	IAO:0000115	
WARN	missing_definition	VO:0002248	IAO:0000115	
WARN	missing_definition	VO:0002249	IAO:0000115	
WARN	missing_definition	VO:0002250	IAO:0000115	
WARN	missing_definition	VO:0002251	IAO:0000115	
WARN	missing_definition	VO:0002252	IAO:0000115	
WARN	missing_definition	VO:0002253	IAO:0000115	
WARN	missing_definition	VO:0002254	IAO:0000115	
WARN	missing_definition	VO:0002255	IAO:0000115	
WARN	missing_definition	VO:0002256	IAO:0000115	
WARN	missing_definition	VO:0002257	IAO:0000115	
WARN	missing_definition	VO:0002258	IAO:0000115	
WARN	missing_definition	VO:0002259	IAO:0000115	
WARN	missing_definition	VO:0002260	IAO:0000115	
WARN	missing_definition	VO:0002261	IAO:0000115	
WARN	missing_definition	VO:0002262	IAO:0000115	
WARN	missing_definition	VO:0002263	IAO:0000115	
WARN	missing_definition	VO:0002264	IAO:0000115	
WARN	missing_definition	VO:0002265	IAO:0000115	
WARN	missing_definition	VO:0002266	IAO:0000115	
WARN	missing_definition	VO:0002267	IAO:0000115	
WARN	missing_definition	VO:0002268	IAO:0000115	
WARN	missing_definition	VO:0002269	IAO:0000115	
WARN	missing_definition	VO:0002270	IAO:0000115	
WARN	missing_definition	VO:0002271	IAO:0000115	
WARN	missing_definition	VO:0002272	IAO:0000115	
WARN	missing_definition	VO:0002273	IAO:0000115	
WARN	missing_definition	VO:0002274	IAO:0000115	
WARN	missing_definition	VO:0002275	IAO:0000115	
WARN	missing_definition	VO:0002276	IAO:0000115	
WARN	missing_definition	VO:0002277	IAO:0000115	
WARN	missing_definition	VO:0002278	IAO:0000115	
WARN	missing_definition	VO:0002279	IAO:0000115	
WARN	missing_definition	VO:0002280	IAO:0000115	
WARN	missing_definition	VO:0002281	IAO:0000115	
WARN	missing_definition	VO:0002282	IAO:0000115	
WARN	missing_definition	VO:0002283	IAO:0000115	
WARN	missing_definition	VO:0002284	IAO:0000115	
WARN	missing_definition	VO:0002285	IAO:0000115	
WARN	missing_definition	VO:0002286	IAO:0000115	
WARN	missing_definition	VO:0002287	IAO:0000115	
WARN	missing_definition	VO:0002288	IAO:0000115	
WARN	missing_definition	VO:0002289	IAO:0000115	
WARN	missing_definition	VO:0002290	IAO:0000115	
WARN	missing_definition	VO:0002291	IAO:0000115	
WARN	missing_definition	VO:0002292	IAO:0000115	
WARN	missing_definition	VO:0002293	IAO:0000115	
WARN	missing_definition	VO:0002294	IAO:0000115	
WARN	missing_definition	VO:0002295	IAO:0000115	
WARN	missing_definition	VO:0002296	IAO:0000115	
WARN	missing_definition	VO:0002297	IAO:0000115	
WARN	missing_definition	VO:0002298	IAO:0000115	
WARN	missing_definition	VO:0002299	IAO:0000115	
WARN	missing_definition	VO:0002300	IAO:0000115	
WARN	missing_definition	VO:0002301	IAO:0000115	
WARN	missing_definition	VO:0002302	IAO:0000115	
WARN	missing_definition	VO:0002303	IAO:0000115	
WARN	missing_definition	VO:0002304	IAO:0000115	
WARN	missing_definition	VO:0002305	IAO:0000115	
WARN	missing_definition	VO:0002306	IAO:0000115	
WARN	missing_definition	VO:0002307	IAO:0000115	
WARN	missing_definition	VO:0002308	IAO:0000115	
WARN	missing_definition	VO:0002309	IAO:0000115	
WARN	missing_definition	VO:0002310	IAO:0000115	
WARN	missing_definition	VO:0002311	IAO:0000115	
WARN	missing_definition	VO:0002312	IAO:0000115	
WARN	missing_definition	VO:0002313	IAO:0000115	
WARN	missing_definition	VO:0002314	IAO:0000115	
WARN	missing_definition	VO:0002315	IAO:0000115	
WARN	missing_definition	VO:0002316	IAO:0000115	
WARN	missing_definition	VO:0002317	IAO:0000115	
WARN	missing_definition	VO:0002318	IAO:0000115	
WARN	missing_definition	VO:0002319	IAO:0000115	
WARN	missing_definition	VO:0002320	IAO:0000115	
WARN	missing_definition	VO:0002321	IAO:0000115	
WARN	missing_definition	VO:0002322	IAO:0000115	
WARN	missing_definition	VO:0002323	IAO:0000115	
WARN	missing_definition	VO:0002324	IAO:0000115	
WARN	missing_definition	VO:0002325	IAO:0000115	
WARN	missing_definition	VO:0002326	IAO:0000115	
WARN	missing_definition	VO:0002327	IAO:0000115	
WARN	missing_definition	VO:0002328	IAO:0000115	
WARN	missing_definition	VO:0002329	IAO:0000115	
WARN	missing_definition	VO:0002330	IAO:0000115	
WARN	missing_definition	VO:0002331	IAO:0000115	
WARN	missing_definition	VO:0002332	IAO:0000115	
WARN	missing_definition	VO:0002333	IAO:0000115	
WARN	missing_definition	VO:0002334	IAO:0000115	
WARN	missing_definition	VO:0002335	IAO:0000115	
WARN	missing_definition	VO:0002336	IAO:0000115	
WARN	missing_definition	VO:0002337	IAO:0000115	
WARN	missing_definition	VO:0002338	IAO:0000115	
WARN	missing_definition	VO:0002339	IAO:0000115	
WARN	missing_definition	VO:0002340	IAO:0000115	
WARN	missing_definition	VO:0002341	IAO:0000115	
WARN	missing_definition	VO:0002342	IAO:0000115	
WARN	missing_definition	VO:0002343	IAO:0000115	
WARN	missing_definition	VO:0002344	IAO:0000115	
WARN	missing_definition	VO:0002345	IAO:0000115	
WARN	missing_definition	VO:0002346	IAO:0000115	
WARN	missing_definition	VO:0002347	IAO:0000115	
WARN	missing_definition	VO:0002348	IAO:0000115	
WARN	missing_definition	VO:0002349	IAO:0000115	
WARN	missing_definition	VO:0002350	IAO:0000115	
WARN	missing_definition	VO:0002351	IAO:0000115	
WARN	missing_definition	VO:0002352	IAO:0000115	
WARN	missing_definition	VO:0002353	IAO:0000115	
WARN	missing_definition	VO:0002354	IAO:0000115	
WARN	missing_definition	VO:0002355	IAO:0000115	
WARN	missing_definition	VO:0002356	IAO:0000115	
WARN	missing_definition	VO:0002357	IAO:0000115	
WARN	missing_definition	VO:0002358	IAO:0000115	
WARN	missing_definition	VO:0002359	IAO:0000115	
WARN	missing_definition	VO:0002360	IAO:0000115	
WARN	missing_definition	VO:0002361	IAO:0000115	
WARN	missing_definition	VO:0002362	IAO:0000115	
WARN	missing_definition	VO:0002363	IAO:0000115	
WARN	missing_definition	VO:0002364	IAO:0000115	
WARN	missing_definition	VO:0002365	IAO:0000115	
WARN	missing_definition	VO:0002366	IAO:0000115	
WARN	missing_definition	VO:0002367	IAO:0000115	
WARN	missing_definition	VO:0002368	IAO:0000115	
WARN	missing_definition	VO:0002369	IAO:0000115	
WARN	missing_definition	VO:0002370	IAO:0000115	
WARN	missing_definition	VO:0002371	IAO:0000115	
WARN	missing_definition	VO:0002372	IAO:0000115	
WARN	missing_definition	VO:0002373	IAO:0000115	
WARN	missing_definition	VO:0002374	IAO:0000115	
WARN	missing_definition	VO:0002375	IAO:0000115	
WARN	missing_definition	VO:0002376	IAO:0000115	
WARN	missing_definition	VO:0002377	IAO:0000115	
WARN	missing_definition	VO:0002378	IAO:0000115	
WARN	missing_definition	VO:0002379	IAO:0000115	
WARN	missing_definition	VO:0002380	IAO:0000115	
WARN	missing_definition	VO:0002381	IAO:0000115	
WARN	missing_definition	VO:0002382	IAO:0000115	
WARN	missing_definition	VO:0002383	IAO:0000115	
WARN	missing_definition	VO:0002384	IAO:0000115	
WARN	missing_definition	VO:0002385	IAO:0000115	
WARN	missing_definition	VO:0002386	IAO:0000115	
WARN	missing_definition	VO:0002387	IAO:0000115	
WARN	missing_definition	VO:0002388	IAO:0000115	
WARN	missing_definition	VO:0002389	IAO:0000115	
WARN	missing_definition	VO:0002390	IAO:0000115	
WARN	missing_definition	VO:0002391	IAO:0000115	
WARN	missing_definition	VO:0002392	IAO:0000115	
WARN	missing_definition	VO:0002393	IAO:0000115	
WARN	missing_definition	VO:0002394	IAO:0000115	
WARN	missing_definition	VO:0002395	IAO:0000115	
WARN	missing_definition	VO:0002396	IAO:0000115	
WARN	missing_definition	VO:0002397	IAO:0000115	
WARN	missing_definition	VO:0002398	IAO:0000115	
WARN	missing_definition	VO:0002399	IAO:0000115	
WARN	missing_definition	VO:0002400	IAO:0000115	
WARN	missing_definition	VO:0002401	IAO:0000115	
WARN	missing_definition	VO:0002402	IAO:0000115	
WARN	missing_definition	VO:0002403	IAO:0000115	
WARN	missing_definition	VO:0002404	IAO:0000115	
WARN	missing_definition	VO:0002405	IAO:0000115	
WARN	missing_definition	VO:0002406	IAO:0000115	
WARN	missing_definition	VO:0002407	IAO:0000115	
WARN	missing_definition	VO:0002408	IAO:0000115	
WARN	missing_definition	VO:0002409	IAO:0000115	
WARN	missing_definition	VO:0002410	IAO:0000115	
WARN	missing_definition	VO:0002411	IAO:0000115	
WARN	missing_definition	VO:0002412	IAO:0000115	
WARN	missing_definition	VO:0002413	IAO:0000115	
WARN	missing_definition	VO:0002414	IAO:0000115	
WARN	missing_definition	VO:0002415	IAO:0000115	
WARN	missing_definition	VO:0002416	IAO:0000115	
WARN	missing_definition	VO:0002417	IAO:0000115	
WARN	missing_definition	VO:0002418	IAO:0000115	
WARN	missing_definition	VO:0002419	IAO:0000115	
WARN	missing_definition	VO:0002420	IAO:0000115	
WARN	missing_definition	VO:0002421	IAO:0000115	
WARN	missing_definition	VO:0002422	IAO:0000115	
WARN	missing_definition	VO:0002423	IAO:0000115	
WARN	missing_definition	VO:0002425	IAO:0000115	
WARN	missing_definition	VO:0002426	IAO:0000115	
WARN	missing_definition	VO:0002427	IAO:0000115	
WARN	missing_definition	VO:0002428	IAO:0000115	
WARN	missing_definition	VO:0002429	IAO:0000115	
WARN	missing_definition	VO:0002430	IAO:0000115	
WARN	missing_definition	VO:0002431	IAO:0000115	
WARN	missing_definition	VO:0002432	IAO:0000115	
WARN	missing_definition	VO:0002433	IAO:0000115	
WARN	missing_definition	VO:0002434	IAO:0000115	
WARN	missing_definition	VO:0002435	IAO:0000115	
WARN	missing_definition	VO:0002436	IAO:0000115	
WARN	missing_definition	VO:0002437	IAO:0000115	
WARN	missing_definition	VO:0002438	IAO:0000115	
WARN	missing_definition	VO:0002439	IAO:0000115	
WARN	missing_definition	VO:0002440	IAO:0000115	
WARN	missing_definition	VO:0002441	IAO:0000115	
WARN	missing_definition	VO:0002442	IAO:0000115	
WARN	missing_definition	VO:0002443	IAO:0000115	
WARN	missing_definition	VO:0002444	IAO:0000115	
WARN	missing_definition	VO:0002445	IAO:0000115	
WARN	missing_definition	VO:0002446	IAO:0000115	
WARN	missing_definition	VO:0002447	IAO:0000115	
WARN	missing_definition	VO:0002448	IAO:0000115	
WARN	missing_definition	VO:0002449	IAO:0000115	
WARN	missing_definition	VO:0002450	IAO:0000115	
WARN	missing_definition	VO:0002451	IAO:0000115	
WARN	missing_definition	VO:0002452	IAO:0000115	
WARN	missing_definition	VO:0002453	IAO:0000115	
WARN	missing_definition	VO:0002454	IAO:0000115	
WARN	missing_definition	VO:0002456	IAO:0000115	
WARN	missing_definition	VO:0002457	IAO:0000115	
WARN	missing_definition	VO:0002458	IAO:0000115	
WARN	missing_definition	VO:0002459	IAO:0000115	
WARN	missing_definition	VO:0002460	IAO:0000115	
WARN	missing_definition	VO:0002461	IAO:0000115	
WARN	missing_definition	VO:0002462	IAO:0000115	
WARN	missing_definition	VO:0002463	IAO:0000115	
WARN	missing_definition	VO:0002464	IAO:0000115	
WARN	missing_definition	VO:0002465	IAO:0000115	
WARN	missing_definition	VO:0002466	IAO:0000115	
WARN	missing_definition	VO:0002467	IAO:0000115	
WARN	missing_definition	VO:0002468	IAO:0000115	
WARN	missing_definition	VO:0002469	IAO:0000115	
WARN	missing_definition	VO:0002470	IAO:0000115	
WARN	missing_definition	VO:0002471	IAO:0000115	
WARN	missing_definition	VO:0002472	IAO:0000115	
WARN	missing_definition	VO:0002473	IAO:0000115	
WARN	missing_definition	VO:0002474	IAO:0000115	
WARN	missing_definition	VO:0002475	IAO:0000115	
WARN	missing_definition	VO:0002476	IAO:0000115	
WARN	missing_definition	VO:0002477	IAO:0000115	
WARN	missing_definition	VO:0002478	IAO:0000115	
WARN	missing_definition	VO:0002479	IAO:0000115	
WARN	missing_definition	VO:0002480	IAO:0000115	
WARN	missing_definition	VO:0002481	IAO:0000115	
WARN	missing_definition	VO:0002482	IAO:0000115	
WARN	missing_definition	VO:0002484	IAO:0000115	
WARN	missing_definition	VO:0002485	IAO:0000115	
WARN	missing_definition	VO:0002486	IAO:0000115	
WARN	missing_definition	VO:0002487	IAO:0000115	
WARN	missing_definition	VO:0002488	IAO:0000115	
WARN	missing_definition	VO:0002489	IAO:0000115	
WARN	missing_definition	VO:0002490	IAO:0000115	
WARN	missing_definition	VO:0002491	IAO:0000115	
WARN	missing_definition	VO:0002492	IAO:0000115	
WARN	missing_definition	VO:0002493	IAO:0000115	
WARN	missing_definition	VO:0002494	IAO:0000115	
WARN	missing_definition	VO:0002495	IAO:0000115	
WARN	missing_definition	VO:0002496	IAO:0000115	
WARN	missing_definition	VO:0002497	IAO:0000115	
WARN	missing_definition	VO:0002499	IAO:0000115	
WARN	missing_definition	VO:0002516	IAO:0000115	
WARN	missing_definition	VO:0002517	IAO:0000115	
WARN	missing_definition	VO:0002518	IAO:0000115	
WARN	missing_definition	VO:0002519	IAO:0000115	
WARN	missing_definition	VO:0002521	IAO:0000115	
WARN	missing_definition	VO:0002522	IAO:0000115	
WARN	missing_definition	VO:0002523	IAO:0000115	
WARN	missing_definition	VO:0002524	IAO:0000115	
WARN	missing_definition	VO:0002525	IAO:0000115	
WARN	missing_definition	VO:0002526	IAO:0000115	
WARN	missing_definition	VO:0002528	IAO:0000115	
WARN	missing_definition	VO:0002529	IAO:0000115	
WARN	missing_definition	VO:0002530	IAO:0000115	
WARN	missing_definition	VO:0002531	IAO:0000115	
WARN	missing_definition	VO:0002532	IAO:0000115	
WARN	missing_definition	VO:0002533	IAO:0000115	
WARN	missing_definition	VO:0002534	IAO:0000115	
WARN	missing_definition	VO:0002535	IAO:0000115	
WARN	missing_definition	VO:0002536	IAO:0000115	
WARN	missing_definition	VO:0002538	IAO:0000115	
WARN	missing_definition	VO:0002540	IAO:0000115	
WARN	missing_definition	VO:0002541	IAO:0000115	
WARN	missing_definition	VO:0002542	IAO:0000115	
WARN	missing_definition	VO:0002543	IAO:0000115	
WARN	missing_definition	VO:0002545	IAO:0000115	
WARN	missing_definition	VO:0002546	IAO:0000115	
WARN	missing_definition	VO:0002547	IAO:0000115	
WARN	missing_definition	VO:0002548	IAO:0000115	
WARN	missing_definition	VO:0002549	IAO:0000115	
WARN	missing_definition	VO:0002550	IAO:0000115	
WARN	missing_definition	VO:0002551	IAO:0000115	
WARN	missing_definition	VO:0002553	IAO:0000115	
WARN	missing_definition	VO:0002554	IAO:0000115	
WARN	missing_definition	VO:0002555	IAO:0000115	
WARN	missing_definition	VO:0002556	IAO:0000115	
WARN	missing_definition	VO:0002557	IAO:0000115	
WARN	missing_definition	VO:0002558	IAO:0000115	
WARN	missing_definition	VO:0002559	IAO:0000115	
WARN	missing_definition	VO:0002560	IAO:0000115	
WARN	missing_definition	VO:0002561	IAO:0000115	
WARN	missing_definition	VO:0002562	IAO:0000115	
WARN	missing_definition	VO:0002563	IAO:0000115	
WARN	missing_definition	VO:0002564	IAO:0000115	
WARN	missing_definition	VO:0002565	IAO:0000115	
WARN	missing_definition	VO:0002566	IAO:0000115	
WARN	missing_definition	VO:0002567	IAO:0000115	
WARN	missing_definition	VO:0002568	IAO:0000115	
WARN	missing_definition	VO:0002569	IAO:0000115	
WARN	missing_definition	VO:0002570	IAO:0000115	
WARN	missing_definition	VO:0002571	IAO:0000115	
WARN	missing_definition	VO:0002572	IAO:0000115	
WARN	missing_definition	VO:0002573	IAO:0000115	
WARN	missing_definition	VO:0002574	IAO:0000115	
WARN	missing_definition	VO:0002575	IAO:0000115	
WARN	missing_definition	VO:0002576	IAO:0000115	
WARN	missing_definition	VO:0002577	IAO:0000115	
WARN	missing_definition	VO:0002578	IAO:0000115	
WARN	missing_definition	VO:0002579	IAO:0000115	
WARN	missing_definition	VO:0002580	IAO:0000115	
WARN	missing_definition	VO:0002583	IAO:0000115	
WARN	missing_definition	VO:0002584	IAO:0000115	
WARN	missing_definition	VO:0002585	IAO:0000115	
WARN	missing_definition	VO:0002586	IAO:0000115	
WARN	missing_definition	VO:0002587	IAO:0000115	
WARN	missing_definition	VO:0002588	IAO:0000115	
WARN	missing_definition	VO:0002589	IAO:0000115	
WARN	missing_definition	VO:0002590	IAO:0000115	
WARN	missing_definition	VO:0002591	IAO:0000115	
WARN	missing_definition	VO:0002592	IAO:0000115	
WARN	missing_definition	VO:0002593	IAO:0000115	
WARN	missing_definition	VO:0002594	IAO:0000115	
WARN	missing_definition	VO:0002595	IAO:0000115	
WARN	missing_definition	VO:0002596	IAO:0000115	
WARN	missing_definition	VO:0002597	IAO:0000115	
WARN	missing_definition	VO:0002598	IAO:0000115	
WARN	missing_definition	VO:0002599	IAO:0000115	
WARN	missing_definition	VO:0002600	IAO:0000115	
WARN	missing_definition	VO:0002601	IAO:0000115	
WARN	missing_definition	VO:0002602	IAO:0000115	
WARN	missing_definition	VO:0002603	IAO:0000115	
WARN	missing_definition	VO:0002604	IAO:0000115	
WARN	missing_definition	VO:0002605	IAO:0000115	
WARN	missing_definition	VO:0002606	IAO:0000115	
WARN	missing_definition	VO:0002607	IAO:0000115	
WARN	missing_definition	VO:0002608	IAO:0000115	
WARN	missing_definition	VO:0002609	IAO:0000115	
WARN	missing_definition	VO:0002610	IAO:0000115	
WARN	missing_definition	VO:0002612	IAO:0000115	
WARN	missing_definition	VO:0002613	IAO:0000115	
WARN	missing_definition	VO:0002614	IAO:0000115	
WARN	missing_definition	VO:0002616	IAO:0000115	
WARN	missing_definition	VO:0002617	IAO:0000115	
WARN	missing_definition	VO:0002619	IAO:0000115	
WARN	missing_definition	VO:0002620	IAO:0000115	
WARN	missing_definition	VO:0002621	IAO:0000115	
WARN	missing_definition	VO:0002622	IAO:0000115	
WARN	missing_definition	VO:0002625	IAO:0000115	
WARN	missing_definition	VO:0002626	IAO:0000115	
WARN	missing_definition	VO:0002627	IAO:0000115	
WARN	missing_definition	VO:0002628	IAO:0000115	
WARN	missing_definition	VO:0002629	IAO:0000115	
WARN	missing_definition	VO:0002630	IAO:0000115	
WARN	missing_definition	VO:0002631	IAO:0000115	
WARN	missing_definition	VO:0002632	IAO:0000115	
WARN	missing_definition	VO:0002633	IAO:0000115	
WARN	missing_definition	VO:0002634	IAO:0000115	
WARN	missing_definition	VO:0002635	IAO:0000115	
WARN	missing_definition	VO:0002637	IAO:0000115	
WARN	missing_definition	VO:0002639	IAO:0000115	
WARN	missing_definition	VO:0002641	IAO:0000115	
WARN	missing_definition	VO:0002642	IAO:0000115	
WARN	missing_definition	VO:0002643	IAO:0000115	
WARN	missing_definition	VO:0002644	IAO:0000115	
WARN	missing_definition	VO:0002645	IAO:0000115	
WARN	missing_definition	VO:0002646	IAO:0000115	
WARN	missing_definition	VO:0002648	IAO:0000115	
WARN	missing_definition	VO:0002650	IAO:0000115	
WARN	missing_definition	VO:0002651	IAO:0000115	
WARN	missing_definition	VO:0002652	IAO:0000115	
WARN	missing_definition	VO:0002653	IAO:0000115	
WARN	missing_definition	VO:0002654	IAO:0000115	
WARN	missing_definition	VO:0002655	IAO:0000115	
WARN	missing_definition	VO:0002656	IAO:0000115	
WARN	missing_definition	VO:0002657	IAO:0000115	
WARN	missing_definition	VO:0002658	IAO:0000115	
WARN	missing_definition	VO:0002659	IAO:0000115	
WARN	missing_definition	VO:0002660	IAO:0000115	
WARN	missing_definition	VO:0002661	IAO:0000115	
WARN	missing_definition	VO:0002662	IAO:0000115	
WARN	missing_definition	VO:0002663	IAO:0000115	
WARN	missing_definition	VO:0002664	IAO:0000115	
WARN	missing_definition	VO:0002665	IAO:0000115	
WARN	missing_definition	VO:0002666	IAO:0000115	
WARN	missing_definition	VO:0002667	IAO:0000115	
WARN	missing_definition	VO:0002668	IAO:0000115	
WARN	missing_definition	VO:0002672	IAO:0000115	
WARN	missing_definition	VO:0002674	IAO:0000115	
WARN	missing_definition	VO:0002675	IAO:0000115	
WARN	missing_definition	VO:0002677	IAO:0000115	
WARN	missing_definition	VO:0002678	IAO:0000115	
WARN	missing_definition	VO:0002680	IAO:0000115	
WARN	missing_definition	VO:0002682	IAO:0000115	
WARN	missing_definition	VO:0002684	IAO:0000115	
WARN	missing_definition	VO:0002685	IAO:0000115	
WARN	missing_definition	VO:0002686	IAO:0000115	
WARN	missing_definition	VO:0002687	IAO:0000115	
WARN	missing_definition	VO:0002688	IAO:0000115	
WARN	missing_definition	VO:0002689	IAO:0000115	
WARN	missing_definition	VO:0002690	IAO:0000115	
WARN	missing_definition	VO:0002691	IAO:0000115	
WARN	missing_definition	VO:0002692	IAO:0000115	
WARN	missing_definition	VO:0002693	IAO:0000115	
WARN	missing_definition	VO:0002694	IAO:0000115	
WARN	missing_definition	VO:0002695	IAO:0000115	
WARN	missing_definition	VO:0002696	IAO:0000115	
WARN	missing_definition	VO:0002697	IAO:0000115	
WARN	missing_definition	VO:0002698	IAO:0000115	
WARN	missing_definition	VO:0002699	IAO:0000115	
WARN	missing_definition	VO:0002700	IAO:0000115	
WARN	missing_definition	VO:0002701	IAO:0000115	
WARN	missing_definition	VO:0002702	IAO:0000115	
WARN	missing_definition	VO:0002703	IAO:0000115	
WARN	missing_definition	VO:0002704	IAO:0000115	
WARN	missing_definition	VO:0002705	IAO:0000115	
WARN	missing_definition	VO:0002706	IAO:0000115	
WARN	missing_definition	VO:0002708	IAO:0000115	
WARN	missing_definition	VO:0002709	IAO:0000115	
WARN	missing_definition	VO:0002710	IAO:0000115	
WARN	missing_definition	VO:0002711	IAO:0000115	
WARN	missing_definition	VO:0002712	IAO:0000115	
WARN	missing_definition	VO:0002713	IAO:0000115	
WARN	missing_definition	VO:0002714	IAO:0000115	
WARN	missing_definition	VO:0002715	IAO:0000115	
WARN	missing_definition	VO:0002716	IAO:0000115	
WARN	missing_definition	VO:0002717	IAO:0000115	
WARN	missing_definition	VO:0002718	IAO:0000115	
WARN	missing_definition	VO:0002719	IAO:0000115	
WARN	missing_definition	VO:0002720	IAO:0000115	
WARN	missing_definition	VO:0002721	IAO:0000115	
WARN	missing_definition	VO:0002722	IAO:0000115	
WARN	missing_definition	VO:0002723	IAO:0000115	
WARN	missing_definition	VO:0002724	IAO:0000115	
WARN	missing_definition	VO:0002725	IAO:0000115	
WARN	missing_definition	VO:0002726	IAO:0000115	
WARN	missing_definition	VO:0002727	IAO:0000115	
WARN	missing_definition	VO:0002728	IAO:0000115	
WARN	missing_definition	VO:0002729	IAO:0000115	
WARN	missing_definition	VO:0002730	IAO:0000115	
WARN	missing_definition	VO:0002731	IAO:0000115	
WARN	missing_definition	VO:0002732	IAO:0000115	
WARN	missing_definition	VO:0002733	IAO:0000115	
WARN	missing_definition	VO:0002734	IAO:0000115	
WARN	missing_definition	VO:0002735	IAO:0000115	
WARN	missing_definition	VO:0002736	IAO:0000115	
WARN	missing_definition	VO:0002737	IAO:0000115	
WARN	missing_definition	VO:0002738	IAO:0000115	
WARN	missing_definition	VO:0002739	IAO:0000115	
WARN	missing_definition	VO:0002740	IAO:0000115	
WARN	missing_definition	VO:0002741	IAO:0000115	
WARN	missing_definition	VO:0002742	IAO:0000115	
WARN	missing_definition	VO:0002743	IAO:0000115	
WARN	missing_definition	VO:0002744	IAO:0000115	
WARN	missing_definition	VO:0002745	IAO:0000115	
WARN	missing_definition	VO:0002746	IAO:0000115	
WARN	missing_definition	VO:0002747	IAO:0000115	
WARN	missing_definition	VO:0002748	IAO:0000115	
WARN	missing_definition	VO:0002749	IAO:0000115	
WARN	missing_definition	VO:0002751	IAO:0000115	
WARN	missing_definition	VO:0002753	IAO:0000115	
WARN	missing_definition	VO:0002755	IAO:0000115	
WARN	missing_definition	VO:0002756	IAO:0000115	
WARN	missing_definition	VO:0002757	IAO:0000115	
WARN	missing_definition	VO:0002758	IAO:0000115	
WARN	missing_definition	VO:0002759	IAO:0000115	
WARN	missing_definition	VO:0002760	IAO:0000115	
WARN	missing_definition	VO:0002761	IAO:0000115	
WARN	missing_definition	VO:0002762	IAO:0000115	
WARN	missing_definition	VO:0002763	IAO:0000115	
WARN	missing_definition	VO:0002765	IAO:0000115	
WARN	missing_definition	VO:0002766	IAO:0000115	
WARN	missing_definition	VO:0002767	IAO:0000115	
WARN	missing_definition	VO:0002768	IAO:0000115	
WARN	missing_definition	VO:0002769	IAO:0000115	
WARN	missing_definition	VO:0002771	IAO:0000115	
WARN	missing_definition	VO:0002775	IAO:0000115	
WARN	missing_definition	VO:0002776	IAO:0000115	
WARN	missing_definition	VO:0002777	IAO:0000115	
WARN	missing_definition	VO:0002779	IAO:0000115	
WARN	missing_definition	VO:0002780	IAO:0000115	
