#mapping_set_id: http://purl.obolibrary.org/obo/vo/mappings/vo-rxnorm.sssom.tsv
#mapping_set_title: Vaccine Ontology to RxNorm Mappings
#license: https://creativecommons.org/licenses/by/4.0/
#curie_map:
#  VO: 'http://purl.obolibrary.org/obo/VO_'
#  oboInOwl: 'http://www.geneontology.org/formats/oboInOwl#'
#  rxnorm: 'http://purl.bioontology.org/ontology/RXNORM/'
subject_id	subject_label	object_id	predicate_id	mapping_justification
VO:0003231	0.5 ML Hepatitis B Surface Antigen Vaccine 0.04 MG/ML Injection [Heplisav-B]	rxnorm:1994352	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003232	pneumococcal capsular polysaccharide type 4 vaccine	rxnorm:854962	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003235	influenza A virus A/California/7/2009 (H1N1) antigen 0.03 MG/ML	rxnorm:1657332	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003237	Hepatitis B Surface Antigen Vaccine 0.01 MG/ML [Recombivax]	rxnorm:830212	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003238	0.5 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Injection [Recombivax]	rxnorm:1658155	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003239	1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [Recombivax]	rxnorm:830245	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003241	1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Injection [Recombivax]	rxnorm:1658150	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003242	Hepatitis B Surface Antigen Vaccine Injection [Recombivax]	rxnorm:1657683	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003243	Hepatitis B Surface Antigen Vaccine Prefilled Syringe [Recombivax]	rxnorm:830244	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003244	0.5 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [Recombivax]	rxnorm:830253	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003246	pneumococcal capsular polysaccharide type 8 vaccine	rxnorm:854970	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003248	pneumococcal capsular polysaccharide type 3 vaccine	rxnorm:854958	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003249	pneumococcal capsular polysaccharide type 33F vaccine	rxnorm:854960	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003250	pneumococcal capsular polysaccharide type 6B vaccine	rxnorm:854966	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003252	pneumococcal capsular polysaccharide type 23F vaccine	rxnorm:854956	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003253	pneumococcal capsular polysaccharide type 7F vaccine	rxnorm:854968	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003254	pneumococcal capsular polysaccharide type 9N vaccine	rxnorm:854972	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003255	pneumococcal capsular polysaccharide type 5 vaccine	rxnorm:854964	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003256	Hepatitis B Surface Antigen Vaccine 0.02 MG/ML	rxnorm:797753	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003257	Hepatitis B Surface Antigen Vaccine 0.005 MG/ML	rxnorm:830236	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003258	Hepatitis B Surface Antigen Vaccine Prefilled Syringe [Engerix-B]	rxnorm:798427	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003259	1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injection	rxnorm:1658156	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003260	influenza A virus A/California/7/2009 (H1N1) antigen 0.12 MG/ML	rxnorm:1658708	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003262	0.5 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injection	rxnorm:1658142	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003263	Hepatitis B Surface Antigen Vaccine 0.02 MG/ML [Engerix-B]	rxnorm:798422	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003264	1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Prefilled Syringe [Engerix-B]	rxnorm:798428	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003265	1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injection [Engerix-B]	rxnorm:1658157	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003266	0.5 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injection [Engerix-B]	rxnorm:1658144	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003267	0.5 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Prefilled Syringe [Engerix-B]	rxnorm:798430	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003270	Hepatitis B Surface Antigen Vaccine Injection [Heplisav-B]	rxnorm:1994350	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003272	0.65 ML Varicella-Zoster Virus Vaccine Live (Oka-Merck) strain 29800 UNT/ML Injection	rxnorm:1292432	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003273	Varicella-Zoster Virus Vaccine Live (Oka-Merck) strain	rxnorm:1292422	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003274	Varicella-Zoster Virus Vaccine Live (Oka-Merck) strain Injection	rxnorm:1658006	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003275	Varicella-Zoster Virus Vaccine Live (Oka-Merck) strain 2700 UNT/ML	rxnorm:1292423	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003276	0.5 ML Varicella-Zoster Virus Vaccine Live (Oka-Merck) strain 2700 UNT/ML Injection	rxnorm:1292457	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003279	Varicella-Zoster Virus Vaccine Live (Oka-Merck) strain 29800 UNT/ML	rxnorm:1292430	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003281	Varicella-Zoster Virus Vaccine Live (Oka-Merck) strain Injection [Zostavax]	rxnorm:1658013	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003282	Varicella-Zoster Virus Vaccine Live (Oka-Merck) strain 29800 UNT/ML [Zostavax]	rxnorm:1292433	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003283	0.65 ML Varicella-Zoster Virus Vaccine Live (Oka-Merck) strain 29800 UNT/ML Injection [Zostavax]	rxnorm:1292435	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003286	Streptococcus pneumoniae serotype 14 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML	rxnorm:901622	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003287	Streptococcus pneumoniae serotype 23F capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML	rxnorm:901627	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003288	Streptococcus pneumoniae serotype 4 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML	rxnorm:901630	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003289	Streptococcus pneumoniae serotype 1 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML	rxnorm:901621	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003290	Streptococcus pneumoniae serotype 6B capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0088 MG/ML	rxnorm:901635	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003291	Streptococcus pneumoniae serotype 9V capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML	rxnorm:901638	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003292	Streptococcus pneumoniae serotype 19F capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML	rxnorm:901626	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003293	Streptococcus pneumoniae serotype 3 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML	rxnorm:901629	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003294	Streptococcus pneumoniae serotype 5 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML	rxnorm:901632	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003295	Streptococcus pneumoniae serotype 6A capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML	rxnorm:901634	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003296	Streptococcus pneumoniae serotype 19A capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML	rxnorm:901625	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003297	Streptococcus pneumoniae serotype 18C capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML	rxnorm:901623	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003298	Streptococcus pneumoniae serotype 7F capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML	rxnorm:901637	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003300	L1 protein, Human papillomavirus type 6 Vaccine	rxnorm:798268	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003301	L1 protein, Human papillomavirus type 11 Vaccine	rxnorm:798262	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003302	L1 protein, Human papillomavirus type 18 Vaccine	rxnorm:798266	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003303	L1 protein, Human papillomavirus type 16 Vaccine	rxnorm:798264	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003304	L1 protein, Human papillomavirus type 31 Vaccine	rxnorm:1596930	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003305	L1 protein, Human papillomavirus type 33 Vaccine	rxnorm:1596931	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003306	L1 protein, Human papillomavirus type 45 Vaccine	rxnorm:1596932	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003307	L1 protein, Human papillomavirus type 52 Vaccine	rxnorm:1596933	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003308	L1 protein, Human papillomavirus type 58 Vaccine	rxnorm:1596934	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003323	pneumococcal capsular polysaccharide type 1 vaccine 0.05 MG/ML	rxnorm:854931	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003333	Streptococcus pneumoniae serotype 7F capsular antigen diphtheria CRM197 protein conjugate vaccine	rxnorm:901636	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003334	Streptococcus pneumoniae serotype 1 capsular antigen diphtheria CRM197 protein conjugate vaccine	rxnorm:901620	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003335	Streptococcus pneumoniae serotype 14 capsular antigen diphtheria CRM197 protein conjugate vaccine	rxnorm:798220	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003337	Streptococcus pneumoniae serotype 18C capsular antigen diphtheria CRM197 protein conjugate vaccine	rxnorm:798222	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003338	Streptococcus pneumoniae serotype 19A capsular antigen diphtheria CRM197 protein conjugate vaccine	rxnorm:901624	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003339	Streptococcus pneumoniae serotype 19F capsular antigen diphtheria CRM197 protein conjugate vaccine	rxnorm:798224	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003340	Streptococcus pneumoniae serotype 23F capsular antigen diphtheria CRM197 protein conjugate vaccine	rxnorm:798226	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003341	Streptococcus pneumoniae serotype 3 capsular antigen diphtheria CRM197 protein conjugate vaccine	rxnorm:901628	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003342	Streptococcus pneumoniae serotype 4 capsular antigen diphtheria CRM197 protein conjugate vaccine	rxnorm:798228	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003343	Streptococcus pneumoniae serotype 5 capsular antigen diphtheria CRM197 protein conjugate vaccine	rxnorm:901631	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003344	Streptococcus pneumoniae serotype 6A capsular antigen diphtheria CRM197 protein conjugate vaccine	rxnorm:901633	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003345	Streptococcus pneumoniae serotype 6B capsular antigen diphtheria CRM197 protein conjugate vaccine	rxnorm:798230	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003346	Streptococcus pneumoniae serotype 9V capsular antigen diphtheria CRM197 protein conjugate vaccine	rxnorm:798232	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003347	meningococcal group B vaccine	rxnorm:1593128	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003349	meningococcal group B vaccine 0.1 MG/ML	rxnorm:1601397	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003350	meningococcal group B vaccine Prefilled Syringe	rxnorm:1593133	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003354	Typhoid Vaccine Live Ty21a Delayed Release Oral Capsule [Vivotif]	rxnorm:762601	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003356	Typhoid Vaccine Live Ty21a 2000000000 UNT Delayed Release Oral Capsule [Vivotif]	rxnorm:762602	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003359	meningococcal group B vaccine Prefilled Syringe [Bexsero]	rxnorm:1601405	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003361	Neisseria meningitidis serogroup B recombinant FHBP fusion protein antigen 0.1 MG/ML	rxnorm:1601398	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003363	Neisseria meningitidis serogroup B recombinant NHBA fusion protein antigen 0.1 MG/ML	rxnorm:1601399	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003364	Neisseria meningitidis serogroup B strain NZ98/254 outer membrane vesicle	rxnorm:1601236	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003365	Neisseria meningitidis serogroup B strain NZ98/254 outer membrane vesicle 0.05 MG/ML	rxnorm:1601400	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003367	Neisseria meningitidis serogroup B recombinant LP2086 A05 protein variant antigen 0.12 MG/ML	rxnorm:1593129	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003369	Neisseria meningitidis serogroup B recombinant LP2086 B01 protein variant antigen 0.12 MG/ML	rxnorm:1593131	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003371	Yellow-Fever Virus Vaccine, 17D-204 strain	rxnorm:804187	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003372	Yellow-Fever Virus Vaccine, 17D-204 strain 2000 UNT/ML	rxnorm:1876704	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003373	0.5 ML Yellow-Fever Virus Vaccine, 17D-204 strain 2000 UNT/ML Injection	rxnorm:1876705	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003377	Yellow-Fever Virus Vaccine, 17D-204 strain Injection [Stamaril]	rxnorm:1876708	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003378	0.5 ML Yellow-Fever Virus Vaccine, 17D-204 strain 2000 UNT/ML Injection [Stamaril]	rxnorm:1876710	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003379	Yellow-Fever Virus Vaccine, 17D-204 strain Injection	rxnorm:1658238	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003380	0.5 ML Yellow-Fever Virus Vaccine, 17D-204 strain 4000 UNT/ML Injection	rxnorm:1658239	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003381	Yellow-Fever Virus Vaccine, 17D-204 strain 4000 UNT/ML	rxnorm:804188	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003382	Yellow-Fever Virus Vaccine, 17D-204 strain 4000 UNT/ML Injectable Suspension	rxnorm:1292826	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003383	diphtheria toxoid vaccine, inactivated 5 UNT/ML	rxnorm:806586	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003384	tetanus toxoid vaccine, inactivated	rxnorm:798306	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003385	tetanus toxoid vaccine, inactivated 10 UNT/ML	rxnorm:798307	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003387	Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.016 MG/ML	rxnorm:1300364	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003391	acellular pertussis vaccine, inactivated 0.116 MG/ML	rxnorm:829893	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003395	diphtheria toxoid vaccine, inactivated 30 UNT/ML	rxnorm:805373	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003397	tetanus toxoid vaccine, inactivated Injectable Solution	rxnorm:374054	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003398	tetanus toxoid vaccine, inactivated Injectable Suspension	rxnorm:374444	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003400	tetanus toxoid vaccine, inactivated Prefilled Syringe	rxnorm:792155	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003401	tetanus toxoid vaccine, inactivated 20 UNT/ML	rxnorm:801712	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003402	0.5 ML tetanus toxoid vaccine, inactivated 20 UNT/ML Prefilled Syringe	rxnorm:792156	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003403	tetanus toxoid vaccine, inactivated 10 UNT/ML Injectable Suspension	rxnorm:204527	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003404	tetanus toxoid vaccine, inactivated 20 UNT/ML Injectable Suspension	rxnorm:205262	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003405	tetanus toxoid vaccine, inactivated 8 UNT/ML Injectable Solution	rxnorm:318242	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003406	tetanus toxoid vaccine, inactivated 8 UNT/ML	rxnorm:316782	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003407	tetanus toxoid vaccine, inactivated 4 UNT/ML	rxnorm:331444	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003408	Haemophilus influenzae b (Ross strain) capsular polysaccharide Meningococcal Protein Conjugate Vaccine	rxnorm:798444	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003409	Haemophilus influenzae b (Ross strain) capsular polysaccharide Meningococcal Protein Conjugate Vaccine Injection	rxnorm:1657731	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003411	0.5 ML Haemophilus influenzae b (Ross strain) capsular polysaccharide Meningococcal Protein Conjugate Vaccine 0.265 MG/ML Injection	rxnorm:798447	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003413	Haemophilus influenzae b (Ross strain) capsular polysaccharide Meningococcal Protein Conjugate Vaccine 0.265 MG/ML	rxnorm:798445	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003414	0.5 ML Haemophilus influenzae b (Ross strain) capsular polysaccharide Meningococcal Protein Conjugate Vaccine 0.265 MG/ML Injection [PedvaxHIB]	rxnorm:798451	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003416	Hepatitis B Surface Antigen Vaccine Injectable Suspension	rxnorm:798420	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003417	Hepatitis B Surface Antigen Vaccine 0.005 MG/ML Injectable Suspension	rxnorm:830237	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003419	Hepatitis B Surface Antigen Vaccine Prefilled Syringe	rxnorm:798425	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003420	1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Prefilled Syringe	rxnorm:798426	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003421	Hepatitis B Surface Antigen Vaccine Injection	rxnorm:1657681	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003422	1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe	rxnorm:830243	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003423	Hepatitis B Surface Antigen Vaccine 0.01 MG/ML	rxnorm:798438	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003424	0.5 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe	rxnorm:830252	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003425	0.5 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Prefilled Syringe	rxnorm:798429	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003426	1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Injection	rxnorm:1658149	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003427	0.5 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Injection	rxnorm:1658154	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003428	Typhoid Vaccine Live Ty21a 2000000000 UNT [Vivotif]	rxnorm:1799447	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003429	diphtheria toxoid vaccine, inactivated 4 UNT/ML	rxnorm:807271	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003431	Hepatitis A Vaccine (Inactivated) Strain HM175 1440 UNT/ML	rxnorm:798362	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003432	Hepatitis A Vaccine (Inactivated) Strain HM175 Prefilled Syringe	rxnorm:798476	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003433	Hepatitis A Vaccine (Inactivated) Strain HM175	rxnorm:798361	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003434	Hepatitis A Vaccine (Inactivated) Strain HM175 720 UNT/ML	rxnorm:803362	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003435	Hepatitis A Vaccine (Inactivated) Strain HM175 Injection	rxnorm:1658057	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003436	0.5 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1440 UNT/ML Injection	rxnorm:1658065	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003437	1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1440 UNT/ML Injection	rxnorm:1658058	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003438	Typhoid Vaccine Live Ty21a 2000000000 UNT	rxnorm:1799445	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003445	Typhoid Vaccine Live Ty21a 2000000000 UNT Delayed Release Oral Capsule	rxnorm:762598	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003446	Typhoid Vaccine Live Ty21a	rxnorm:762595	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003447	Typhoid Vaccine Live Ty21a Delayed Release Oral Capsule	rxnorm:762597	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003450	influenza A virus A/California/7/2009 (H1N1) antigen 0.09 MG/ML	rxnorm:1660921	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003452	influenza A virus A/California/7/2009 (H1N1) antigen 0.015 MG/ML	rxnorm:1724009	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003454	diphtheria toxoid vaccine, inactivated 13.4 UNT/ML	rxnorm:798305	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003455	diphtheria toxoid vaccine, inactivated	rxnorm:798304	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003456	diphtheria toxoid vaccine, inactivated 50 UNT/ML	rxnorm:801709	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003457	diphtheria toxoid vaccine, inactivated 25 UNT/ML	rxnorm:807414	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003458	1 ML Hepatitis A Vaccine, Inactivated 50 UNT/ML Injection [Vaqta]	rxnorm:1658102	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
