#mapping_set_id: http://purl.obolibrary.org/obo/vo/mappings/vo-omop.sssom.tsv
#mapping_set_title: Vaccine Ontology to OMOP Mappings
#license: https://creativecommons.org/licenses/by/4.0/
#curie_map:
#  VO: 'http://purl.obolibrary.org/obo/VO_'
#  oboInOwl: 'http://www.geneontology.org/formats/oboInOwl#'
#  omop: 'http://api.ohdsi.org/WebAPI/vocabulary/concept/'
subject_id	subject_label	object_id	predicate_id	mapping_justification
VO:0004841	Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.01 MG/ML	omop:40173206	oboInOwl:hasDbXref	semapv:LexicalMatching
VO:0004842	Neisseria meningitidis serogroup Y oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.01 MG/ML	omop:40173210	oboInOwl:hasDbXref	semapv:LexicalMatching
VO:0004843	Neisseria meningitidis serogroup A oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.02 MG/ML	omop:40173201	oboInOwl:hasDbXref	semapv:LexicalMatching
VO:0004882	meningococcal group A polysaccharide 0.1 MG/ML / meningococcal group C polysaccharide 0.1 MG/ML / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP W-135 0.1 MG/ML / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP Y 0.1 MG/ML [Menomune A/C/Y/W-135]	omop:19118347	oboInOwl:hasDbXref	semapv:LexicalMatching
VO:0004883	Menomune A/C/Y/W-135 Vaccine Injection	omop:46275262	oboInOwl:hasDbXref	semapv:LexicalMatching
VO:0004884	Menomune A/C/Y/W-135 Vaccine 0.5 ML Injection	omop:46275263	oboInOwl:hasDbXref	semapv:LexicalMatching
VO:0004885	Menomune A/C/Y/W-135 Vaccine Injectable Solution	omop:19035048	oboInOwl:hasDbXref	semapv:LexicalMatching
VO:0004886	MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP W-135	omop:514012	oboInOwl:hasDbXref	semapv:LexicalMatching
VO:0004887	MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP W-135 0.1 MG/ML	omop:19097995	oboInOwl:hasDbXref	semapv:LexicalMatching
VO:0015264	Hepatitis A Vaccine (Inactivated) Strain HM175 1440 CELLS/ML / Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain 0.025 MG/ML [Hepatyrix]	omop:43661216	oboInOwl:hasDbXref	semapv:LexicalMatching
VO:0003231	0.5 ML Hepatitis B Surface Antigen Vaccine 0.04 MG/ML Injection [Heplisav-B]	omop:793520	oboInOwl:hasDbXref	semapv:LexicalMatching
VO:0003561	pneumococcal capsular polysaccharide type 9V vaccine	omop:40163710	oboInOwl:hasDbXref	semapv:LexicalMatching
VO:0003570	Prevnar 13 vaccine Prefilled Syringe	omop:40174006	oboInOwl:hasDbXref	semapv:LexicalMatching
VO:0003573	ProQuad vaccine Injection	omop:46275135	oboInOwl:hasDbXref	semapv:LexicalMatching
VO:0003574	ProQuad vaccine 0.5 ML Injection	omop:42799832	oboInOwl:hasDbXref	semapv:LexicalMatching
VO:0003576	Streptococcus pneumoniae serotype 1 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 14 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 18C capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 19A capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 19F capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 23F capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 3 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 4 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 5 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 6A capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 6B capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0088 MG/ML / Streptococcus pneumoniae serotype 7F capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 9V capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML [Prevnar 13]	omop:40174008	oboInOwl:hasDbXref	semapv:LexicalMatching
VO:0003577	Measles Virus Vaccine Live, Enders' attenuated Edmonston strain 2000 UNT/ML / Mumps Virus Vaccine Live, Jeryl Lynn Strain 40000 UNT/ML / Rubella Virus Vaccine Live (Wistar RA 27-3 Strain) 2000 UNT/ML / Varicella-Zoster Virus Vaccine Live (Oka-Merck) strain 20000 UNT/ML [ProQuad]	omop:42799825	oboInOwl:hasDbXref	semapv:LexicalMatching
VO:0003578	influenza A virus A/California/7/2009 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Switzerland/9715293/2013 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML [Fluzone 2015-2016]	omop:46275383	oboInOwl:hasDbXref	semapv:LexicalMatching
VO:0003580	influenza A virus A/California/7/2009 (H1N1) antigen 0.12 MG/ML / influenza A virus A/Switzerland/9715293/2013 (H3N2) antigen 0.12 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.12 MG/ML [Fluzone 2015-2016]	omop:46275395	oboInOwl:hasDbXref	semapv:LexicalMatching
VO:0003581	Fluzone 2015-2016 High-Dose vaccine Prefilled Syringe	omop:46275396	oboInOwl:hasDbXref	semapv:LexicalMatching
VO:0003582	Fluzone 2015-2016 High-Dose vaccine 0.5 ML Prefilled Syringe	omop:46275397	oboInOwl:hasDbXref	semapv:LexicalMatching
VO:0003583	Fluzone 2015-2016 vaccine Injectable Suspension	omop:46275385	oboInOwl:hasDbXref	semapv:LexicalMatching
VO:0003585	influenza A virus A/California/7/2009 (H1N1) antigen 0.12 MG/ML / influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.12 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 0.12 MG/ML [Fluzone 2016-2017]	omop:36249507	oboInOwl:hasDbXref	semapv:LexicalMatching
VO:0003587	Fluzone 2016-2017 High-Dose vaccine Prefilled Syringe	omop:36249508	oboInOwl:hasDbXref	semapv:LexicalMatching
VO:0003588	Fluzone 2016-2017 High-Dose vaccine 0.5 ML Prefilled Syringe	omop:36249510	oboInOwl:hasDbXref	semapv:LexicalMatching
VO:0003591	influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.12 MG/ML / influenza A virus A/Michigan/45/2015 (H1N1) antigen 0.12 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 0.12 MG/ML [Fluzone 2017-2018]	omop:1593354	oboInOwl:hasDbXref	semapv:LexicalMatching
VO:0003592	Fluzone 2017-2018 high-dose vaccine Prefilled Syringe	omop:1593355	oboInOwl:hasDbXref	semapv:LexicalMatching
VO:0003593	Fluzone 2017-2018 high-dose vaccine 0.5 ML Prefilled Syringe	omop:1593357	oboInOwl:hasDbXref	semapv:LexicalMatching
VO:0003596	influenza A virus A/Michigan/45/2015 (H1N1) antigen 0.12 MG/ML / influenza A virus A/Singapore/INFIMH-16-0019/2016 (H3N2) antigen 0.12 MG/ML / influenza B virus B/Maryland/15/2016 antigen 0.12 MG/ML [Fluzone 2018-2019]	omop:35200033	oboInOwl:hasDbXref	semapv:LexicalMatching
VO:0003597	Fluzone 2018-2019 high-dose vaccine Prefilled Syringe	omop:35200034	oboInOwl:hasDbXref	semapv:LexicalMatching
VO:0003598	Fluzone 2018-2019 high-dose vaccine 0.5 ML Prefilled Syringe	omop:35201913	oboInOwl:hasDbXref	semapv:LexicalMatching
VO:0003608	influenza A virus vaccine, A-California-7-2009 (H1N1)-like virus 0.03 MG/ML / influenza A virus vaccine, A-Victoria-361-2011 (H3N2)-like virus 0.03 MG/ML / influenza B virus vaccine, B-Brisbane-60-2008-like virus 0.03 MG/ML / influenza B virus vaccine, B-Massachusetts-2-2012-like virus 0.03 MG/ML [Fluzone Quadrivalent 2013-2014 Formula]	omop:43531928	oboInOwl:hasDbXref	semapv:LexicalMatching
VO:0003609	Fluzone Quadrivalent 2013-2014 Formula Influenza Virus Vaccine Prefilled Syringe	omop:43531927	oboInOwl:hasDbXref	semapv:LexicalMatching
VO:0003610	Fluzone Quadrivalent 2013-2014 Formula Influenza Virus Vaccine 0.25 ML Prefilled Syringe	omop:43531875	oboInOwl:hasDbXref	semapv:LexicalMatching
VO:0003613	influenza A virus vaccine, A-California-7-2009 (H1N1)-like virus 0.09 MG/ML / influenza A virus vaccine, A-Victoria-361-2011 (H3N2)-like virus 0.09 MG/ML / influenza B virus vaccine, B-Brisbane-60-2008-like virus 0.09 MG/ML / influenza B virus vaccine, B-Massachusetts-2-2012-like virus 0.09 MG/ML [Fluzone Quadrivalent 2014-2015 Formula]	omop:45892707	oboInOwl:hasDbXref	semapv:LexicalMatching
VO:0003614	Fluzone Quadrivalent 2014-2015 Formula Prefilled Syringe	omop:44818126	oboInOwl:hasDbXref	semapv:LexicalMatching
VO:0003615	Fluzone Quadrivalent 2014-2015 Formula 0.1 ML Prefilled Syringe	omop:45892708	oboInOwl:hasDbXref	semapv:LexicalMatching
VO:0003618	influenza A virus A/California/7/2009 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Switzerland/9715293/2013 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML [Fluzone Quadrivalent 2015-2016]	omop:46275640	oboInOwl:hasDbXref	semapv:LexicalMatching
VO:0003619	influenza A virus A/California/7/2009 (H1N1) antigen 0.09 MG/ML / influenza A virus A/Switzerland/9715293/2013 (H3N2) antigen 0.09 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 0.09 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.09 MG/ML [Fluzone Quadrivalent 2015-2016]	omop:46276044	oboInOwl:hasDbXref	semapv:LexicalMatching
VO:0003620	Fluzone Quadrivalent 2015-2016 Injection	omop:46275655	oboInOwl:hasDbXref	semapv:LexicalMatching
VO:0003621	Fluzone Quadrivalent 2015-2016 vaccine 0.5 ML Injection	omop:46275656	oboInOwl:hasDbXref	semapv:LexicalMatching
VO:0003622	Fluzone Quadrivalent 2015-2016 vaccine Injectable Suspension	omop:46275642	oboInOwl:hasDbXref	semapv:LexicalMatching
VO:0003623	Fluzone Quadrivalent 2015-2016 vaccine Prefilled Syringe	omop:46275646	oboInOwl:hasDbXref	semapv:LexicalMatching
VO:0003624	Fluzone Quadrivalent 2015-2016 vaccine 0.1 ML Prefilled Syringe	omop:46276045	oboInOwl:hasDbXref	semapv:LexicalMatching
VO:0003625	Fluzone Quadrivalent 2015-2016 vaccine 0.25 ML Prefilled Syringe	omop:46275737	oboInOwl:hasDbXref	semapv:LexicalMatching
VO:0003626	Fluzone Quadrivalent 2015-2016 vaccine 0.5 ML Prefilled Syringe	omop:46275647	oboInOwl:hasDbXref	semapv:LexicalMatching
VO:0003629	influenza A virus A/California/7/2009 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML [Fluzone Quadrivalent 2016-2017]	omop:36249500	oboInOwl:hasDbXref	semapv:LexicalMatching
VO:0003630	influenza A virus A/California/7/2009 (H1N1) antigen 0.09 MG/ML / influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.09 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 0.09 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.09 MG/ML [Fluzone Quadrivalent 2016-2017]	omop:36249401	oboInOwl:hasDbXref	semapv:LexicalMatching
VO:0003631	Fluzone Quadrivalent 2016-2017 Formula Injection	omop:36249515	oboInOwl:hasDbXref	semapv:LexicalMatching
VO:0003632	Fluzone Quadrivalent 2016-2017 Formula 0.5 ML Injection	omop:36249516	oboInOwl:hasDbXref	semapv:LexicalMatching
VO:0003633	Fluzone Quadrivalent 2016-2017 Injectable Suspension	omop:36249520	oboInOwl:hasDbXref	semapv:LexicalMatching
VO:0003634	Fluzone Quadrivalent 2016-2017 vaccine Prefilled Syringe	omop:36249402	oboInOwl:hasDbXref	semapv:LexicalMatching
VO:0003635	Fluzone Quadrivalent 2016-2017 vaccine 0.1 ML Prefilled Syringe	omop:36249404	oboInOwl:hasDbXref	semapv:LexicalMatching
VO:0003636	Fluzone Quadrivalent 2016-2017 vaccine 0.25 ML Prefilled Syringe	omop:36249501	oboInOwl:hasDbXref	semapv:LexicalMatching
VO:0003637	Fluzone Quadrivalent 2016-2017 vaccine 0.5 ML Prefilled Syringe	omop:36249513	oboInOwl:hasDbXref	semapv:LexicalMatching
VO:0003640	influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.03 MG/ML / influenza A virus A/Michigan/45/2015 (H1N1) antigen 0.03 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML [Fluzone Quadrivalent 2017-2018]	omop:1593196	oboInOwl:hasDbXref	semapv:LexicalMatching
VO:0003641	influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.09 MG/ML / influenza A virus A/Michigan/45/2015 (H1N1) antigen 0.09 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 0.09 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.09 MG/ML [Fluzone Quadrivalent 2017-2018]	omop:1593534	oboInOwl:hasDbXref	semapv:LexicalMatching
VO:0003642	Fluzone Quadrivalent 2017-2018 vaccine Injection	omop:1593332	oboInOwl:hasDbXref	semapv:LexicalMatching
VO:0003643	Fluzone Quadrivalent 2017-2018 vaccine 0.5 ML Injection	omop:1593334	oboInOwl:hasDbXref	semapv:LexicalMatching
VO:0003644	Fluzone Quadrivalent 2017-2018 vaccine Injectable Suspension	omop:1593517	oboInOwl:hasDbXref	semapv:LexicalMatching
VO:0003645	Fluzone Quadrivalent 2017-2018 vaccine Prefilled Syringe	omop:1593344	oboInOwl:hasDbXref	semapv:LexicalMatching
VO:0003646	Fluzone Quadrivalent 2017-2018 vaccine 0.5 ML Prefilled Syringe	omop:1593519	oboInOwl:hasDbXref	semapv:LexicalMatching
VO:0003647	Fluzone Quadrivalent 2017-2018 vaccine 0.25 ML Prefilled Syringe	omop:1593345	oboInOwl:hasDbXref	semapv:LexicalMatching
VO:0003648	Fluzone Quadrivalent 2017-2018 vaccine 0.1 ML Prefilled Syringe	omop:1593535	oboInOwl:hasDbXref	semapv:LexicalMatching
VO:0003651	influenza A virus A/Michigan/45/2015 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Singapore/INFIMH-16-0019/2016 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Maryland/15/2016 antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML [Fluzone Quadrivalent 2018-2019]	omop:35200056	oboInOwl:hasDbXref	semapv:LexicalMatching
VO:0003652	Fluzone Quadrivalent 2018-2019 vaccine Injection	omop:35200061	oboInOwl:hasDbXref	semapv:LexicalMatching
VO:0003653	Fluzone Quadrivalent 2018-2019 vaccine 0.5 ML Injection	omop:35201919	oboInOwl:hasDbXref	semapv:LexicalMatching
VO:0003654	Fluzone Quadrivalent 2018-2019 vaccine Injectable Suspension	omop:35200067	oboInOwl:hasDbXref	semapv:LexicalMatching
VO:0003655	Fluzone Quadrivalent 2018-2019 Vaccine Prefilled Syringe	omop:35200057	oboInOwl:hasDbXref	semapv:LexicalMatching
VO:0003656	Fluzone Quadrivalent Pediatric Dose for 6-35 Months of Age 2018-2019 Vaccine 0.25 ML Prefilled Syringe	omop:35201921	oboInOwl:hasDbXref	semapv:LexicalMatching
VO:0003657	Fluzone Quadrivalent 2018-2019 vaccine 0.5 ML Prefilled Syringe	omop:35201917	oboInOwl:hasDbXref	semapv:LexicalMatching
VO:0003666	YF-VAX Injection	omop:46275269	oboInOwl:hasDbXref	semapv:LexicalMatching
VO:0003667	YF-VAX 0.5 ML Injection	omop:46275270	oboInOwl:hasDbXref	semapv:LexicalMatching
VO:0003668	YF-Vax 4000 UNT/ML Injectable Suspension	omop:42800062	oboInOwl:hasDbXref	semapv:LexicalMatching
VO:0003669	YF-Vax Injectable Suspension	omop:42800064	oboInOwl:hasDbXref	semapv:LexicalMatching
VO:0003670	Yellow-Fever Virus Vaccine, 17D-204 strain 4000 UNT/ML [YF-Vax]	omop:19131661	oboInOwl:hasDbXref	semapv:LexicalMatching
VO:0003672	Haemophilus influenzae b (Ross strain) capsular polysaccharide Meningococcal Protein Conjugate Vaccine 0.265 MG/ML [PedvaxHIB]	omop:19030111	oboInOwl:hasDbXref	semapv:LexicalMatching
VO:0003673	PedvaxHIB vaccine Injection	omop:46276400	oboInOwl:hasDbXref	semapv:LexicalMatching
VO:0003677	influenza A virus A/Christchurch/16/2010 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Switzerland/9715293/2013 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML [Fluvirin 2015-2016]	omop:46276180	oboInOwl:hasDbXref	semapv:LexicalMatching
VO:0003678	Fluvirin 2015-2016 vaccine Injectable Suspension	omop:46276182	oboInOwl:hasDbXref	semapv:LexicalMatching
VO:0003679	Fluvirin 2015-2016 vaccine Prefilled Syringe	omop:46275887	oboInOwl:hasDbXref	semapv:LexicalMatching
VO:0003680	Fluvirin 2015-2016 vaccine 0.5 ML Prefilled Syringe	omop:46275888	oboInOwl:hasDbXref	semapv:LexicalMatching
VO:0003683	influenza A virus A/Christchurch/16/2010 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 0.03 MG/ML [Fluvirin 2016-2017]	omop:36249428	oboInOwl:hasDbXref	semapv:LexicalMatching
VO:0003684	Fluvirin 2016-2017 vaccine Injectable Suspension	omop:36249431	oboInOwl:hasDbXref	semapv:LexicalMatching
VO:0003685	Fluvirin 2016-2017 vaccine Prefilled Syringe	omop:36249433	oboInOwl:hasDbXref	semapv:LexicalMatching
VO:0003686	Fluvirin 2016-2017 vaccine 0.5 ML Prefilled Syringe	omop:36249434	oboInOwl:hasDbXref	semapv:LexicalMatching
VO:0003689	influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.03 MG/ML / influenza A virus A/Singapore/GP1908/2015 (H1N1) antigen 0.03 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 0.03 MG/ML [Fluvirin 2017-2018]	omop:1593906	oboInOwl:hasDbXref	semapv:LexicalMatching
VO:0003690	Fluvirin 2017-2018 vaccine Injectable Suspension	omop:1593909	oboInOwl:hasDbXref	semapv:LexicalMatching
VO:0003691	Fluvirin 2017-2018 vaccine Prefilled Syringe	omop:1593910	oboInOwl:hasDbXref	semapv:LexicalMatching
VO:0003692	Fluvirin 2017-2018 vaccine 0.5 ML Prefilled Syringe	omop:1593911	oboInOwl:hasDbXref	semapv:LexicalMatching
VO:0003695	influenza A virus A/Christchurch/16/2010 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Switzerland/9715293/2013 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML [Fluarix Quadrivalent 2015-2016]	omop:46276106	oboInOwl:hasDbXref	semapv:LexicalMatching
VO:0003696	Fluarix Quadrivalent 2015-2016 vaccine Prefilled Syringe	omop:46276107	oboInOwl:hasDbXref	semapv:LexicalMatching
