#mapping_set_id: http://purl.obolibrary.org/obo/vo/mappings/vo-fda.sssom.tsv
#mapping_set_title: Vaccine Ontology to FDA STN Mappings
#license: https://creativecommons.org/licenses/by/4.0/
#curie_map:
#  VO: 'http://purl.obolibrary.org/obo/VO_'
#  oboInOwl: 'http://www.geneontology.org/formats/oboInOwl#'
#  stn: 'https://bioregistry.io/stn:'
subject_id	subject_label	object_id	predicate_id	mapping_justification
VO:0000054	IPOL vaccine	stn:103930	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0000063	Imovax Rabies (USA)	stn:103931	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0000064	Infanrix vaccine	stn:BL103647	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0000067	Kinrix vaccine	stn:BL125260	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0000069	M-M-R II vaccine	stn:BL101069	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0000071	Menactra vaccine	stn:125089	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0000072	Menomune A C Y W135	stn:BL103926	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0000079	Fluzone High-dose	stn:BL103914	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0000081	influenza A (H1N1) 2009 Monovalent Vaccine (Novartis)	stn:103837	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0000082	Pediarix vaccine	stn:BL103907	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0000083	PedvaxHIB vaccine	stn:BL103237/5285	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0000084	Pentacel vaccine	stn:125145	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0000088	Pneumovax 23 vaccine	stn:BLA101094	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0000091	ProQuad vaccine	stn:125108	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0000092	Fluzone Intradermal Quadrivalent	stn:BL103914	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0000094	RabAvert vaccine	stn:BL103334	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0000096	Adenovirus Type 4 and Type 7 Vaccine, Live, Oral	stn:BL125296/0	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0000097	RotaTeq vaccine	stn:BL125122	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0000102	TENIVAC vaccine	stn:103171	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0000103	TICE BCG	stn:102821	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0000104	TYPHIM VI vaccine	stn:103936	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0000113	Twinrix vaccine	stn:BL103850	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0000119	Varivax vaccine	stn:BL103552	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0000120	Vivotif (USA)	stn:103123	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0000121	YF-Vax vaccine	stn:BL103915	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0000124	Zostavax vaccine	stn:125123	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0000160	influenza A (H1N1) 2009 Monovalent Vaccine (Sanofi Pasteur)	stn:103914	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0000348	influenza A (H1N1) 2009 Monovalent vaccine (CSL Limited)	stn:125254	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0000349	influenza A (H1N1) 2009 Monovalent vaccine (MedImmune LLC)	stn:125020	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0000771	BCG vaccine	stn:103050	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0000978	Flublok	stn:125285	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0000980	Flucelvax	stn:125408	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0000982	FluMist Quadrivalent vaccine	stn:125020	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0000983	Fluarix Quadrivalent	stn:BL125127	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0001126	Agriflu	stn:BL125297/32	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0001244	Prevnar 13 vaccine	stn:125324	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0001246	Menveo vaccine	stn:125300	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0001817	Afluria Quadrivalent	stn:BL125254	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003066	Bexsero vaccine	stn:BL125546	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003067	Flublok Quadrivalent	stn:125285	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003070	Flucelvax Quadrivalent	stn:BL125408	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003071	FluLaval Quadrivalent	stn:BL125163	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003073	Fluzone Quadrivalent	stn:BL103914	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003074	Fluzone Quadrivalent - Southern Hemisphere Formulation	stn:103914	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003075	Gardasil 9 vaccine	stn:125508	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003081	Trumenba vaccine	stn:BL125549	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003082	Vaxchora vaccine	stn:125597	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003083	influenza A (H5N1) Virus Monovalent Vaccine, Adjuvanted by GSK	stn:125419	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003152	HEPLISAV-B vaccine	stn:125428	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003317	Shingrix vaccine	stn:125614	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003353	Vivotif vaccine	stn:103123	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0004987	Comirnaty vaccine	stn:125742	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0010334	ABRYSVO (STN 125768) vaccine	stn:125768	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0010335	ABRYSVO (STN 125769) vaccine	stn:125769	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0010336	AFLURIA QUADRIVALENT SOUTHERN HEMISPHERE vaccine	stn:BL125254	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0010337	AFLURIA SOUTHERN HEMISPHERE vaccine	stn:BL125254	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0010338	AREXVY vaccine	stn:125775	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0010339	AUDENZ vaccine	stn:125692	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0010340	CAPVAXIVE vaccine	stn:125814	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0010341	CYFENDUS vaccine	stn:125761	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0010342	DENGVAXIA vaccine	stn:125682	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0010343	ERVEBO vaccine	stn:125690	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0010344	FLUAD QUADRIVALENT vaccine	stn:125510	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0010345	Fluzone High-Dose Quadrivalent vaccine	stn:103914	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0010346	Fluzone Intradermal vaccine	stn:BL103914	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0010347	Frozen Formulation - Human SerumAlbumin (HSA) - ProQuad vaccine	stn:125108	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0010348	IXCHIQ vaccine	stn:125777	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0010349	Influenza A (H1N1) 2009 Monovalent Vaccine (ID Biomedical Corporation of Quebec)	stn:125163	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0010350	Influenza Virus Vaccine, H5N1 (for National Stockpile)	stn:125244	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0010351	JYNNEOS vaccine	stn:125678	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0010352	MRESVIA vaccine	stn:125796	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0010353	MenQuadfi vaccine	stn:125701	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0010354	PENBRAYA vaccine	stn:125770	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0010355	PREHEVBRIO vaccine	stn:125737	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0010356	PREVNAR 20 vaccine	stn:125731	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0010357	Proquad (Frozen) vaccine	stn:125108	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0010358	Refrigerator-Stable Formulation - ProQuad vaccine	stn:125108	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0010359	SPIKEVAX vaccine	stn:125752	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0010360	TDVAX (NDC 14362-0111) vaccine	stn:101322	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0010361	TICOVAC vaccine	stn:125740	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0010362	VAXELIS vaccine	stn:125563	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0010363	Varivax (Frozen) vaccine	stn:BL103552	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0010364	Varivax (Refrigerator) vaccine	stn:BL103552	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0010365	Zostavax (Frozen) vaccine	stn:125123	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0010366	Zostavax (Refrigerator Stable) vaccine	stn:125123	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0010367	(Squeezable Tube Presentation) - ROTARIX vaccine	stn:BL125265	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0010368	Fluzone High-Dose Quadrivalent Southern Hemisphere vaccine	stn:103914	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0010369	Fluzone Quadrivalent 2022-2023 formula vaccine	stn:103914	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0010370	TDVAX (NDC 13533) vaccine	stn:101322	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0010371	Pentacel MRC-5 vaccine	stn:125145	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0010372	Pentacel - (inactivated poliovirus component grown in Vero cells) vaccine	stn:125145	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0010373	(Refrigerated) - ProQuad vaccine	stn:125108	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0010374	Frozen Formulation - Recombinant Human Albumin (RHA) - ProQuad vaccine	stn:125108	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0010375	M-M-R II vaccine - patient	stn:BL101069	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0010390	Quadracel (inactivated poliovirus component grown in MRC-5 cells) vaccine	stn:BL125525	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0010391	Quadracel (inactivated poliovirus component grown in Vero cells) vaccine	stn:BL125525	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0010711	Engerix-B vaccine	stn:103239	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0010715	Hiberix vaccine	stn:125347	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0010734	Priorix vaccine	stn:125748	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0010736	Quadracel vaccine	stn:BL125525	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0010737	Recombivax HB	stn:BL101066	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0010738	Rotarix vaccine	stn:BL125265	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0010745	Vaqta vaccine	stn:BL103606	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0011558	Ixiaro vaccine	stn:BL125280	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0011559	Cervarix vaccine	stn:BL125259	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
