#mapping_set_id: http://purl.obolibrary.org/obo/vo/mappings/vo-cvx.sssom.tsv
#mapping_set_title: Vaccine Ontology to CVX Mappings
#license: https://creativecommons.org/licenses/by/4.0/
#curie_map:
#  VO: 'http://purl.obolibrary.org/obo/VO_'
#  cvx: 'https://biopragmatics.github.io/providers/cvx/'
#  oboInOwl: 'http://www.geneontology.org/formats/oboInOwl#'
subject_id	subject_label	object_id	object_label	predicate_id	mapping_justification
VO:0005296	BECC470b vaccine adjuvant	vac:32	BECC470b	oboInOwl:hasDbXref	semapv:ManualMappingCuration
VO:0005297	BECC438s vaccine adjuvant	vac:33	BECC438s	oboInOwl:hasDbXref	semapv:ManualMappingCuration
VO:0005472	ProLNG-S vaccine adjuvant	vac:34	ProLNG-S	oboInOwl:hasDbXref	semapv:ManualMappingCuration
VO:0005283	TQL-1055 vaccine adjuvant	vac:36	TQL-1055	oboInOwl:hasDbXref	semapv:ManualMappingCuration
VO:0005207	Advax vaccine adjuvant	vac:37	Advax	oboInOwl:hasDbXref	semapv:ManualMappingCuration
VO:0005324	Advax-CpG55.2 vaccine adjuvant	vac:38	Advax-CpG55.2	oboInOwl:hasDbXref	semapv:ManualMappingCuration
VO:0005330	CPDI-01 vaccine adjuvant	vac:39	CPDI-01	oboInOwl:hasDbXref	semapv:ManualMappingCuration
VO:0006093	CPDI-02 vaccine adjuvant	vac:40	CPDI-02	oboInOwl:hasDbXref	semapv:ManualMappingCuration
VO:0005326	VSA-1 vaccine adjuvant	vac:41	VSA-1	oboInOwl:hasDbXref	semapv:ManualMappingCuration
VO:0005325	VSA-2 vaccine adjuvant	vac:42	VSA-2	oboInOwl:hasDbXref	semapv:ManualMappingCuration
VO:0005327	rOv-ASP-1 vaccine adjuvant	vac:43	rOv-ASP-1	oboInOwl:hasDbXref	semapv:ManualMappingCuration
VO:0005355	LTA1 vaccine adjuvant	vac:44	LTA1	oboInOwl:hasDbXref	semapv:ManualMappingCuration
VO:0005354	UM-3003 vaccine adjuvant	vac:45	UM-3003	oboInOwl:hasDbXref	semapv:ManualMappingCuration
VO:0005353	UM-3004 vaccine adjuvant	vac:46	UM-3004	oboInOwl:hasDbXref	semapv:ManualMappingCuration
VO:0005337	UM-3005 vaccine adjuvant	vac:47	UM-3005	oboInOwl:hasDbXref	semapv:ManualMappingCuration
VO:0005384	TRAC478 vaccine adjuvant	vac:48	TRAC478	oboInOwl:hasDbXref	semapv:ManualMappingCuration
VO:0005388	SWE vaccine adjuvant	vac:50	SWE	oboInOwl:hasDbXref	semapv:ManualMappingCuration
VO:0005390	LQ vaccine adjuvant	vac:51	LQ	oboInOwl:hasDbXref	semapv:ManualMappingCuration
VO:0005389	SQ vaccine adjuvant	vac:52	SQ	oboInOwl:hasDbXref	semapv:ManualMappingCuration
VO:0005380	Mastoparan 7 vaccine adjuvant	vac:53	Mastoparan 7	oboInOwl:hasDbXref	semapv:ManualMappingCuration
VO:0005381	Mast cell activator small molecules vaccine adjuvant	vac:54	Mast cell activator small molecules	oboInOwl:hasDbXref	semapv:ManualMappingCuration
VO:0005379	PIKA vaccine adjuvant	vac:55	PIKA	oboInOwl:hasDbXref	semapv:ManualMappingCuration
VO:0005382	Precision Vaccines Program (PVP)-037 vaccine adjuvant	vac:56	Precision Vaccines Program (PVP)-037	oboInOwl:hasDbXref	semapv:ManualMappingCuration
VO:0005386	3M-052-SE vaccine adjuvant	vac:57	3M-052-SE	oboInOwl:hasDbXref	semapv:ManualMappingCuration
VO:0005385	GLA-3M-052-LS vaccine adjuvant	vac:58	GLA-3M-052-LS	oboInOwl:hasDbXref	semapv:ManualMappingCuration
VO:0005387	3M-052-Alum vaccine adjuvant	vac:59	3M-052-Alum	oboInOwl:hasDbXref	semapv:ManualMappingCuration
VO:0005383	BECC470s vaccine adjuvant	vac:60	BECC470s	oboInOwl:hasDbXref	semapv:ManualMappingCuration
VO:0005375	T-vant vaccine adjuvant	vac:61	T-vant	oboInOwl:hasDbXref	semapv:ManualMappingCuration
VO:0005420	GLA-SE vaccine adjuvant	vac:62	GLA-SE	oboInOwl:hasDbXref	semapv:ManualMappingCuration
VO:0005421	GLA-SLQ vaccine adjuvant	vac:63	GLA-SLQ	oboInOwl:hasDbXref	semapv:ManualMappingCuration
VO:0005422	SLA-LSQ vaccine adjuvant	vac:64	SLA-LSQ	oboInOwl:hasDbXref	semapv:ManualMappingCuration
VO:0005423	SLA-SE vaccine adjuvant	vac:65	SLA-SE	oboInOwl:hasDbXref	semapv:ManualMappingCuration
VO:0005424	GLA-AF vaccine adjuvant	vac:66	GLA-AF	oboInOwl:hasDbXref	semapv:ManualMappingCuration
VO:0005471	MAS-1 vaccine adjuvant	vac:68	MAS-1	oboInOwl:hasDbXref	semapv:ManualMappingCuration
VO:0005474	3M-052-AF vaccine adjuvant	vac:69	3M-052-AF	oboInOwl:hasDbXref	semapv:ManualMappingCuration
VO:0005476	Nanostructured Lipid Carrier (NLC) vaccine adjuvant	vac:70	Nanostructured Lipid Carrier (NLC)	oboInOwl:hasDbXref	semapv:ManualMappingCuration
VO:0005475	NanoAlum vaccine adjuvant	vac:71	NanoAlum	oboInOwl:hasDbXref	semapv:ManualMappingCuration
VO:0005482	SLA-AF vaccine adjuvant	vac:72	SLA-AF	oboInOwl:hasDbXref	semapv:ManualMappingCuration
VO:0005483	CAF01 vaccine adjuvant	vac:75	CAF01	oboInOwl:hasDbXref	semapv:ManualMappingCuration
VO:0005473	CAF09b vaccine adjuvant	vac:76	CAF09b	oboInOwl:hasDbXref	semapv:ManualMappingCuration
VO:0006095	SMNP vaccine adjuvant	vac:77	SMNP	oboInOwl:hasDbXref	semapv:ManualMappingCuration
VO:0006092	LMQ vaccine adjuvant	vac:78	LMQ	oboInOwl:hasDbXref	semapv:ManualMappingCuration
VO:0006096	ALFQ vaccine adjuvant	vac:79	ALFQ	oboInOwl:hasDbXref	semapv:ManualMappingCuration
VO:0006098	2G053 vaccine adjuvant	vac:80	2G053	oboInOwl:hasDbXref	semapv:ManualMappingCuration
VO:0006097	2G023A vaccine adjuvant	vac:81	2G023A	oboInOwl:hasDbXref	semapv:ManualMappingCuration
VO:0006100	SLA-Alum vaccine adjuvant	vac:82	SLA-Alum	oboInOwl:hasDbXref	semapv:ManualMappingCuration
VO:0006099	GLA-Alum vaccine adjuvant	vac:83	GLA-Alum	oboInOwl:hasDbXref	semapv:ManualMappingCuration
VO:0006101	Stable Emulsion (SE) vaccine adjuvant	vac:84	Stable Emulsion (SE)	oboInOwl:hasDbXref	semapv:ManualMappingCuration
VO:0006105	precision vaccines program-057 vaccine adjuvant	vac:86	Precision Vaccines Program (PVP)-057	oboInOwl:hasDbXref	semapv:ManualMappingCuration
VO:0006103	A-910823 vaccine adjuvant	vac:90	A-910823	oboInOwl:hasDbXref	semapv:ManualMappingCuration
VO:0006104	S-540956 vaccine adjuvant	vac:91	S-540956	oboInOwl:hasDbXref	semapv:ManualMappingCuration
VO:0006106	ACM-CpG vaccine adjuvant	vac:92	ACM-CpG	oboInOwl:hasDbXref	semapv:ManualMappingCuration
VO:0006107	cowpea mosaic virus vaccine adjuvant	vac:93	Cowpea mosaic virus	oboInOwl:hasDbXref	semapv:ManualMappingCuration
VO:0006108	nexavant vaccine adjuvant	vac:94	Nexavant	oboInOwl:hasDbXref	semapv:ManualMappingCuration
VO:0005507	Bl-Eng2 vaccine adjuvant	vac:97	Bl-Eng2	oboInOwl:hasDbXref	semapv:ManualMappingCuration
VO:0005508	Bl-Eng2+Adjuplex vaccine adjuvant	vac:98	Bl-Eng2+Adjuplex	oboInOwl:hasDbXref	semapv:ManualMappingCuration
VO:0005509	IL-12-MOP (CTX-1796) vaccine adjuvant	vac:100	IL-12-MOP (CTX-1796)	oboInOwl:hasDbXref	semapv:ManualMappingCuration
VO:0005510	EVAX-B vaccine adjuvant	vac:101	EVAX-B	oboInOwl:hasDbXref	semapv:ManualMappingCuration
VO:0005511	EVAX-S vaccine adjuvant	vac:102	EVAX-S	oboInOwl:hasDbXref	semapv:ManualMappingCuration
VO:0005513	ME-F-1122 vaccine adjuvant	vac:103	ME-F-1122	oboInOwl:hasDbXref	semapv:ManualMappingCuration
VO:0005512	ME-F-1051 (VesiVax¨) vaccine adjuvant	vac:104	ME-F-1051 (VesiVax¨)	oboInOwl:hasDbXref	semapv:ManualMappingCuration
VO:0005514	CpG 1018 vaccine adjuvant	vac:105	CpG 1018	oboInOwl:hasDbXref	semapv:ManualMappingCuration
